,,
رقم الصنف,اسم الصف,الوحدة
270663,بسكويت اوه بوي بيكادلي 6*24*40جم,حبة
270664,تيفاني دي بريك 12*24*12.5جرام,حبة
270665,اوزمو كورنيت 4*24*25جم,حبة
270666,الاصبع الذهبي شوكلاتة12*40*16جرام,حبة
270667,تمرية غندور 9*12*70.5جم,حبة
270668,شوكللاتة فلك فلاك احمر 20*24*12,حبة
270672,ويفر ميمو موز 12*12*20جم,حبة
270674,كيك بوب باطوق 6*24,حبة
270675,كيك سويتز بارتي فانيلا8*12*28,حبة
270678,مارشملو فليك اكياس صغير6*24,حبة
270679,بسكويت ديمة كريم منوع 24*80جرام,حبة
270680,بسكويت تيفاني كريمة منوع24*80جرام,حبة
270682,حلاوى كراميل البيلا ALPENLIEBE24*16*32.4جم,حبة
270683,علك مستكة هابي غندور 30*75*2جم,حبة
270684,بسكويت تيفاني نتي بايتس24*72جرام,حبة
270686,بسكويت شاي الهلال24*75جم,حبة
270687,بسكويت بسكريم باكت 32*12*36جرام,حبة
270688,بسكويت تمرية ميموريز 24*120جرام,حبة
270689,بسكويت قشطة صغير تيشوب 12*24,حبة
270693,جيلي اشارة كاندي 24*24*20جم,حبة
270694,بطاطس عيدان حار نار فيركو 24*42جم,حبة
270695,بطاطس ليز فورنو كبير20*170جم,حبة
270696,بطاطس ليز صغير منوع5*21*12جرام,حبة
270698,بطاطس ليز ماكس صغير 20*45جرام,حبة
270699,بطاطس ليز فورنو فلفل حار21*48جرام,حبة
270700,بطاطس ليز 20*48جرام منوع,حبة
270701,بطاطس فرفشة 20*75جرام,حبة
270702,بطاطس تسالي عائلي كبير19*155جرام,حبة
270703,بطاطس بيوقلز 18*125جرام,حبة
270704,بطاطس زمزم خضار4*20*15,حبة
270705,بطاطس زمزم طماطم6*30*12جرام,حبة
270706,بطاطس فانتزي صغير4*12*22جرام,حبة
270707,بطاطس زيزو مشويات4*20,حبة
270708,بطاطس راجا عائلئ12*1,حبة
270709,بطاطس زمزم افخاذ دجاج 5*20*18جم,حبة
270710,بطاطس شيتوس حار نار5*16*25جرام,حبة
270711,بطاطس كوكتيل ازرق+مرحبا 5*20,حبة
270712,بطاطس غندور كريك كراك كبير15*100جم,حبة
270713,بطاطس مياو مياو 6*10*60جم,حبة
270713,بطاطس مياو مياو 6*10*60جم,حبة
270714,بطاطس مرامي صغير 5*18*10جرام,حبة
270715,بطاطس مرامي كبير 20*100,حبة
270716,بطاطس خواتم سندباد صغير6*15*12جم,حبة
270717,بفك فش فاش صغير 6*15,حبة
270718,بفك كوكو 4*25*20جرام,حبة
270719,بفك الامارات كبير 12*80جرام,حبة
270720,بفك الكويت فلونة فيكو 5*20*15جرام,حبة
270721,بطاطس زمزم افخاذ دجاج كبير 14*90جرام,حبة
270722,بطاطس زمزم طماطم كبير 24*90جرام,حبة
270723,بطاطس زمزم خضروات (نباتية)14*90جرام,حبة
270724,مطازيز ريتاج الغلا 300جرام,باكت
270725,بريك ديليت رول 24*12*21 جرام,حبة
270726,بريك ديليت رول صغير12*24*14جم,حبة
270727,بريك هابي 12*24*18جم,حبة
270728,كيندر ماكسي 8*36*21جرام,حبة
270729,بسكويت دايجستيف لايت كبير20*400جم,حبة
270730,بسكويت دايجستيف شوكلاتة كبير 24*300جم,حبة
270731,بطاطس حروف ABCعائلي20*80جرام,حبة
270732,بطاطس عمان علب كبير16*137جرام,حبة
270733,بطاطس عمان علب صغير50*37جرام,حبة
270735,بفك مينو عمان 4*22*12جرام,حبة
270736,فونزيس كبير 6*10*170,حبة
270738,فستق ملبس,كيلو
270739,كويفرز كبير 20*90جرام,حبة
270740,كويفرز جبن 5*21*9جرام,حبة
270744,كليجا هولندي ستروب وافل كيس12*200جم,حبة
270748,شوكلاتة هيرشي 12*24*40جرام,حبة
270751,ويفر كريب 12*24*16جرام,حبة
270752,ويفر سوبر رول 12*24*15جرام,حبة
270756,نيكولوديان كورن+شوكو+لوبس12*375جرام,باكت
270757,مارشميلو دروبس منوع 8*12حبة,حبة
270762,كريك كراك صغير منوع5*20*12جم,حبة
270765,فطيرة اوريون دبل شوكو /كاسترد16*6*30جم,حبة
270766,بسكويت ابو ولد باكت 8 *12*30جم,حبة
270767,اولكر هالي كبير12*20*26جرام,حبة
270768,بسكويت اولكر هالي ميني6*24*77جم,حبة
270769,مصاص مادور لولو بوب12*80*10جم,حبة
270770,مصاص هيمتو كبير 10*48*18جم,حبة
270771,مصاص هيمتو صغير بابل تريكا20*40حبة,حبة
270772,مصاص دوم كولا/اشارة مرور12*650,حبة
270773,مصاص فن تو زبادي/بيري 20*40*10جم,حبة
270774,مصاص يوجي بوب شوكلاتة10*100*10جم,كيس
270775,منتوس رول منوع 12*24,حبة
270775,منتوس رول منوع 12*24,حبة
270776,علك باطوق شوتكس 12*20*5,حبة
270777,علك نوفا خالي من السكر12*8*10,حبة
270778,فشار البطل صغير 5*8*14جرام,حبة
270779,شوكلاتة رولانا فول سوداني /جوز هند12*12,حبة
27078,معمول ماما وسط سطل شد 12,علبة
270780,ديمة فروتي منوع 12*20*32جم,حبة
270781,نعناع هولو 12*48*15,حبة
270782,تيفاني كريمر كراميل 24*24*24جم,حبة
270783,بوكس كرات الشوكلاتة سويت لاند 24*200جم,حبة
270784,ايلفان حلاوى دكتور ميلك حليب 8*800جرام,حبة
270786,مصاصات مقلة العين 24*20*10جرام,كيس
270799,معمول شهد  اسطمبة سطل بيضاوي بر / تمر 350 جم,علبة
270802,معمول شهد اصابع التمر سطل ورقي,علبة
270803,معمول شهد اصابع التمر سطل بيضاوي,علبة
270804,معمول شهد بسكويت التمر  باكت احمر,علبة
270805,معمول شهد ش- بيضاء /شوكولاتة /كبتشينو /مكسرات - سطل ورقي,علبة
270808,معمول شهد مغطس توفي وشوكولاتة بيضاء سطل ورقي,علبة
270812,جلاكسي جواهر 6*650جرام,حبة
270814,اولكر نابوليتن ملك شو حرام 12*214 جرام,حبة
270815,لواكر جاردينا صغير 12*35*17.5 جرام,باكت
270817,فستقية باللوز والمكسرات,باكت
270822,حلاوى ديمة توفي ناعم - حليب 12*700,كيس
270824,قهوة روشن مثل (5390) 7*1 كجم,كيس
270827,بطاطس شيتوس حار نار كبير 20* 190 جم,حبة
270828,كروكا هلا بكارا 12*250 جرام,كيس
27083,معمول قرمشني شد 12,علبة
270830,فستق امريكي رقم 1مدخن ملكي,كيلو
270831,معمول رهش,كيلو
270834,كيو رول اند جوي 100جم *24,حبة
270835,شوكلاتة جلاكسي دارك 40جرام *24حبة,حبة
270837,حلاوى مضغ على شكل عين/كرة ارضية 18 جرام*50,حبة
270839,حلاوى مضغ على شكل عين 20*30*10جرام,حبة
27084,معمول ام صالح 700جم شد12,علبة
270844,بسكويت دايجستف جولون كلاسيك 250جم*12,حبة
270847,نوتيلا ميني 25 جرام,حبة
270848,شوكلاتة كاجي ميني ون 11جرام *36,حبة
270849,حلاوة طحينيه الجميل 250جرام,حبة
27085,كيك الدخن ريتاج الغلا,علبة
270850,شابورة المدينة فلين 500جم,حبة
270854,حلاوى مفرقع حامض نكهات منوع12*20,حبة
270856,كريم كرميل كيس 12*12*49جم,حبة
270858,بسكريم كبير 6*24*99جرام,حبة
270859,كوكيز الشوكلاتة بقطع الشوكلاتة - فايا,حبة
270859,كوكيز الشوكلاتة بقطع الشوكلاتة - فايا,حبة
270860,بيتي فور بالشوكلاتة وجوز الهند - فايا,حبة
270861,بسكويت بالمارشميلو شوكلاتة / تمر - فايا,حبة
270862,سناكس اصابع جبنة/كاتشب/فلفل حار- فايا,حبة
270863,تمرية فايا سطل /سادة / بر - فايا,حبة
270864,معمول الشعير / معمول القشد بدون سكر - فايا,حبة
270865,معمول بدون سكر سطل / تمر /بر -فايا,حبة
270866,رهايف معمول بالبر والتمر - فايا,حبة
270867,حلاوه توفيكس ستكس اصابع 8*800 جرام,كيس
270868,قهوة الفان كوفكس 8*800 جرام,كيس
270869,ايبون ميكس كاندي 8*800 جرام,كيس
27087,معمول  ام صالح وسط 450جم شد12,علبة
270870,طرزان بالطماطم 2*25*18جم,حبة
270875,شكولاتة رومي هارت 8*20*45 جرام,حبة
270876,مياست اشكال شوكولاتة 20*250 جم,كيس
270879,بديل كرات الشوكولاتة 12*18*34 جم,حبة
270880,جيلي اوسكار ميني فواكه 8*1 كجم,كيس
270881,معمول الشعير علبة كرتون سليف ريتاج الغلا,باكت
270882,بيكادلي سكالا شوكولاتة 12*24*12.5جم,حبة
270883,بيكادلي هيلي شوكولاتة 12*24*8.9جم,حبة
270884,مارشملو فليك 24*150 جم,حبة
270887,بريك ريزو صغير17جم*24*12,حبة
270888,بريك باور 28 جم *12*24 كبير,حبة
270889,بريك باور صغير 17 جم24*12,حبة
270891,كرات التمر بحشوة الطحينية فايا,حبة
270892,حلاوى جيلي علب 18 *120جم,حبة
270893,حلاوة بقرة كيس كنز صغير 20*400 جرام,كيس
270895,بطاطس دوريتوس ديناميتا 20*40جرام,حبة
270897,بطاطس شيتوس حار نار 22*55 جم,حبة
270898,بطاطس دوريتوس 20*48 جرام,حبة
270899,بطاطس دوريتوس كبير 175 جرام,حبة
27090,مشمش مجفف كيلو,كيلو
270900,بطاطس راجا 5*20*12 جرام,حبة
270901,جرينز كريم كراميل حلا 12*12*70جم,حبة
270902,كيسوا جلي ناعم 10*1 كجم,كيس
270904,خليط كيسوا كيس مكسرات 10*1 كجم,كيس
270905,تشكيلة دمله 8*1 كجم,كيس
270907,ميني كليجا ملكي بالدبس - علبة مضلع سليف,حبة
270908,كليجا دبس بالرمان - علبة مضلع سليف,حبة
270909,خبز التوست بر 600 جرام لوزين,حبة
27091,علك غندور صغير36*75*270 جم,حبة
270910,خبز التوست ابيض 600جرام,حبة
270911,مفن رد فلفت - شوكلاتة لوزين 360جم,حبة
270912,خبز البرجر بالسمسم - سادة لوزين 400جرام,حبة
270912,خبز البرجر بالسمسم - سادة لوزين 400جرام,حبة
270913,كروسان الزبدة 85 جرام لوزين,حبة
270914,كب كيك لوزين منوع 540جرام *18حبة,حبة
270915,خبز ساندويتش ابيض 200 جرام لوزين,حبة
270916,فطيرة لوزين تصبيرة -جبنة - تفاح - شوكلاتة 70 جرام,حبة
270917,فطيرة لوزين تصبيرة بالفراولة-الاجبان الثلاث - البيتزا 80جرام,حبة
270918,كروسان لوزين تصبيرة منوع 60جرام,حبة
270919,كروسان سفن دايز - ساندويتش لوزين منوع جامبو,حبة
27092,علك نوفا منوع 12*20,حبة
270920,سفن دايز سويت رول - كيك بار منوع12قطعة,حبة
270921,شوكلاتة جوديفا كبير 6*24*35 جرام,حبة
270924,جيلي علب كانزانيا 24*140جرام,حبة
270928,كورن فلكس نسكويك نستلة 12*375جرام,حبة
270929,بسكويت مقرمشات بيج ميكس اتاس 12*300جرام,حبة
270930,جولون بسكويت دايجستيف + شوفان ديجستيف بدون سكر *400جرام,حبة
270931,كابريس وسط 12*250جرام,حبة
270932,عجينة رقائق السمبوسة ريتاج الغلا 900جرام *6,حبة
270934,تسالي منوع  5*21* 12جم,حبة
270936,ويفر لكسز ميني موز 24*12*20جم,حبة
270937,سنكرس - مارس - باونتي - تويكس كيس 150جم*24,حبة
270939,ويفر ماستر صغير علب 24*120جم,علبة
27094,مصاص ديمة جوي زبادي كيس 6*50*20جم,حبة
270944,تشوبا تشوبس حلاوة حامض شريط 16*32*10.5جم,حبة
270948,طحينة حلوي كسوة مكسرات فله 10*1 كجم,كيس
270949,شوكولاتة روشين كونافيتو 5*1 كيلو 7446,كيس
27095,علك باطوق ملون 40*4*50*270 حار بارد,حبة
270952,ملبس قضامة سكرية صفايا,كيلو
270954,بطاطس تسالي منوع 55جرام *20,حبة
270955,بطاطس شيتوس لولبي جبنة عائلي150جم*18,حبة
270957,بطاطس دوريتوس ديناميتا 145جرام *20,حبة
27096,علك باطوق طويل منوع50*20,حبة
270960,تمرية طحينة كرتون 50قطعة منوع,باكت
270961,بودرة بسكويت منوع 500جرام شوكلاتة هاوس,حبة
270962,كريمة شوكلاتة - فستق - لوتس -فول سوداني 1 كجم,علبة
270963,جرة عملات الشوكولاتة مياست 12*500 جم,علبة
270966,حليب نستلة مكثف محلى كامل الدسم 48*270جم,حبة
270968,جرينز جيلاتين 12*6*50 جم,حبة
27097,علك مستكا طبيعية 12*35*87.50جم,حبة
270973,مدقوقة بحشوة الطحينة,باكت
270976,سكتلز حلاوى 72*10جم,حبة
270977,سكتلز فواكة 14*38جم,حبة
270978,سكتلز فواكة انبوبة 12*24*30.6جم,حبة
270979,سكتلز علب فواكة 6*6*125جم,حبة
270980,ويفر كيراسما اصابع بالبندق والشوكلاتة 12*400جم,حبة
270980,ويفر كيراسما اصابع بالبندق والشوكلاتة 12*400جم,حبة
270981,اصابع جيلي تغميسة منوع 12*12*70جم,حبة
270984,حلاوة ميجا بيبي بوب شد 12*10*40 جم,حبة
270985,مصاص روبوت توم بوب 8*12*10 جم,حبة
270986,زد كاندي جل حامض ثلاثي النكهات شد 12*12*45 جم,حبة
270987,مارشملو محشي على شكل عين شد 8*100*5 جم,حبة
270989,زد كاندي على شكل كاس شد 12*12*60 جم,حبة
27099,علك اروي جم صغير 60*50,حبة
270991,دوج باترول هابينس بنات + اولاد شجد 20*10*16 جم,حبة
270996,اوليفيا دائرية 36*100 جم,حبة
270997,اوليفا مستطيل 24*135 جم,حبة
270998,ميلكي شوكو لولي بوب 20*40*10 جم,كيس
270999,ويفر مغطس شوكولا ايلين منوع,كيلو
27100,شيبس كرمبو فلة ملون  ومنوع,كيلو
271000,تيفاني ايكليرز 12*1 كيلو,كيس
271002,بطاطس دوريتوس صغير 5*16*23جم,حبة
271003,جيلي اكياس صغيرة بورقات12*24*10جم,حبة
271004,جيلي اكياس صغيرة البهجة الاولى16*24*12جم,حبة
271005,جيلي اكياس صغيرة تاجة16*24*12جم,حبة
271006,شكلاتة حجر فلة *10ك,كيلو
271007,كيت كات شريط اصبعين 9 قطع 186.3جم *25,حبة
271008,مارشميلو مارشزون فن اكياس صغيرة8*12*23جم,حبة
271011,توبليرون شوكلاتة بالحليب سويسرية 24*35جم,حبة
271015,مانجو قطع صغيرة مجفف تايلاندي,كيلو
271018,بطاطس فرفشة عيدان صغير 10*24*15,حبة
27102,حلقوم منوع فول سوداني بالكيلو,كيلو
271021,حلاوى حامض ثلاثي النكهات سور سكويز12*12*45جم,حبة
271022,حلاوى حامض مسدس شد 8 *12*10جم,حبة
271023,رقائق البسكويت نكهات خضروات-دجاج-روبيان12*24*26جم,حبة
271024,شوكلاتة ابو نجوم ايليتس بولندي20*40*20جم,حبة
271025,بسكويت ماكرون ليمون شد 3*24*75,حبة
271026,حلاوى حامضة اكياس 30جم* 12*12,حبة
271027,مسحوق انبوبة طويل بنكهة الفواكة12*90*12جم,حبة
271028,حلاوى مصاص تغميسة بيج ديبر 8*12*50جم,حبة
271029,حلاوى حامضة عصار نكهات منوعة 8*16*80مل,حبة
27103,ملبس قضامة -فول سوداني-منوع,كيلو
271031,حلاوى حصالة تويكسيك سويت منوع 12*12*40جم,حبة
271032,علكة فقاعية على شكل لعبة سبين بنات واولاد 12*12*40جم,حبة
271034,علك زد كاندي حامض شريط 12*40*30جم,حبة
271035,حلاوى مصاص ايس كريم ديب اند ليك12*12*30جم,حبة
271036,حلاوى مصاص صاروخ روكت شد12*12*20جم,حبة
271037,حلاوى جيلي انبوبة زد كاندي 12*16*32جم,حبة
271038,علك معجون توبل جم 6*36*35جرام,حبة
271039,علك مسطرة بنكهة البطيخ 12*30*11جم,حبة
271039,علك مسطرة بنكهة البطيخ 12*30*11جم,حبة
27104,كوبيكو قهوة 24*150جم,كيس
271040,معمول بذور السمح ريتاج الغلا,حبة
271041,كيك بار الدخن بحشوة التمر*12,حبة
271042,مقرمشات الذرة بريتس مصري 10*45جم,حبة
271043,مقرمشات الذرة لوما مصري 30جم*20,حبة
271044,مقرمشات توب ماكس مصري48 حبة 18جم,حبة
271045,كروسان سفن دايز ميني 9قطع*20,حبة
271046,كروسان سفن دايز طبقتين شوكلاتة وفانيلا90جم*22,حبة
271047,تمرية هيرو ستار 40 قطعه,حبة
271049,معمول لذيذ 300جم صغير منوع,حبة
271051,ايس كريم مستر بي شوكلاتة (11)12*400جم,كيس400جم
271052,حلاوى علك قطنية تشوبا تشوبس 12*12,حبة
271054,سفن دايز رقائق مخبوزة كاتشب 60+ جبن + حراق جم*18,حبة
271055,سفن دايز بيك رولز حليب وزبدة+تمر وقرفة 18*60جم,حبة
271056,افسان  حلاوة فواكة 900 جرام *5,كيس
271057,جيلي اوسكار مشكل 400 جرام * 20,كيس
271058,جيلي  اوسكار فواكه 1كيلو *10,كيس
271059,فطيرة هشة لوزين تصبيرة كرز - جبنة فيتا 80جم*45,حبة
27106,مصاص ديمة جوري زبادي 12*80*10جم,حبة
271060,مخبوز صن بايتس منوع 50جم *20,حبة
271063,شوكلاتة بروتين بي اتش دي سمارت 12*64جم,حبة
271069,شوكلاتة سنكرز هاي بروتين 12*55جم,حبة
27107,جيلي نكهات منوعه رقم 1,كيلو
271070,حلاوى هولز ازرق 30*21,حبة
271073,معمول بذور السمح ريتاج الغلا بدون سكر,حبة
271079,لواكر كلاسيك بالشوكلاتة شريط 90جم *12,حبة
271080,سكاكر نعناع روشن  1 ك *9 (2334),كيس
271081,سكاكر  فواكه - الماس 1 ك *6,كيس
271082, سكاكر  زبدة وحليب  روشن 1 ك * 8 (1078),كيس
271083,كالي فالي كريم فودج 800 جرام*10,كيس
271085,كليجا ستروب وافل هولندي وبفر بالزبدة 8*20,حبة
271087,كليجا ستروب وافل هولندي 250جم*12,حبة
271088,حلاوى شيكر كاندي لعبة 8*12*35جم,حبة
271089,حلاوى حامضة اكستريم سور وردة 12*12*52جم,حبة
27109,بسكويت مالح ديمة مدور 8*12*42جم,حبة
271090,علك بابلي انجلو وردة 18*49جم,حبة
271091,بطاطس تسالي منوع 90جرام *14,حبة
271092,علك اوري جم 4*6*50 جم,حبة
271093,حلاوى مصاص الارنب رابيت شد 8*12*23جم,حبة
271094,حلاوى جل حامض سكويز ورم نكهات متنوعة 12*30*23,حبة
271095,حلاوى مصاص ابو عود هاندميد منوع 20*18*8جم,حبة
271096,فشار البطل بالكراميل عائلي 16*140جم,حبة
271097,كربوك ربيان ابيض 400جم *24,كيس400جم
271097,كربوك ربيان ابيض 400جم *24,كيس400جم
271098,كربوك ربيان ملون 200جم *48,كيس 200جم
271099,كربوك ربيان ابيض200جم *24,كيس 200جم
27110,حلاوا شعر كنوز صغير,حبة
271100,بسكويت جولون بدون سكر حبوب كاملة باكت 220جم*8,حبة
271101,بسكويت جولون ميني كراكر منوع علب 250جم*12,علبة
271102,جولون ويفر شوكلاتة بدون سكر 4*12*60جم,حبة
271103,جولون ويفر بدون سكر منوع 4*24*30جم,حبة
271105,جولون بسكويت زيرو مغطى بالشوكلاتة بدون سكر 16*150جم,حبة
271106,جولون بسكويت بالشوفان مغطى بالشوكلاتة بدون سكر15*275جم,حبة
271107,جولون بسكويت الشوفان النحيف لشوكلاتة الحليب12*150جم,حبة
271108,جولون بسكويت كوكيز العضوي بالشوكلاتة 12*150جم,حبة
271109,جولون كوكيز خالي من السكر بقطع الشوكلاتة12*150جم,حبة
27111,فراولة مجفف تايلندي رقم 1,كيلو
271110,جولون بسكويت عضوي الحبوب الاربعة16*170جم,حبة
271111,جولون بسكويت بدون سكر فيبر 16*170جم,حبة
271112,جولون بسكويت بدون سكر حبوب كاملة 8*216جم,حبة
271113,جولون بسكويت حبوب كاملة والشوفان منوع8*240جم,حبة
271114,جولون بسكويت بدون سكر دورادا 15*330جم,باكت
271115,جولون بسكويت حلقات بشوكلا حليب بدون سكر 18*128جم,حبة
271116,جولون بسكويت الكاكاو بالحشو ساندوتش 10*210جم,حبة
271117,المراعي ميني كروسان سفن دايز 4 قطع*36,حبة
271118,علك الك ايس امتو تفاحتين 6*24*18 جم,حبة
271119,بطاطس ليز نكهات منوعة 90 جم *16,حبة
27112,كرز مجفف تايلندي رقم 1,كيلو
271120,عملات الشوكلاتة رايسون 12*120*3جم,حبة
271124,شابورة قراميش القمح الكامل منوع 375جم,حبة
271127,صباحو شريحة كيك فواكة + زبدة + شوكلاتة 90جم,حبة
271128,معمول صباحو بالتمر 50جم*12*4,حبة
271129,صباحو كيك براوني 50جم*12*4,حبة
271130,سويتز خبز تورتيلا 360جم*24,حبة
271131,سويتز خبز التورتيلا صغير 10 قطع *24,حبة
271134,لبان استك 20*50,حبة
271136,رهايف التمر ام صالح  330 جم,حبة
271137,دول كريم 12*72*14جم بالبندق والكاكو,حبة
271138,حلاوة مصاص مع بودره  احمر لاكي بوب12*48,حبة
27114,شوكولاته بلجيكي اريو مشكل,كيلو
271140,بسكويت لوتس 10 *250جم,حبة
271144,معمول كليجا  علبه غطاء شفاف (رغد ),علبة
271146,كليجا ميني  علبه مدور غطاء شفاف (رغد ),علبة
271148,فشار كريك كراك صغير 3*18*14جم - غندور,حبة
271149,دونات يمامة منوع 12*12*37جم - غندور,حبة
27115,جيلي شرائط حامض ا كجم,كيلو
271151,كب كيك يمامة منوع 12*12*30جم - غندور,حبة
271151,كب كيك يمامة منوع 12*12*30جم - غندور,حبة
271155,بسكويت اصابع عادي- مستطيل    (رغد ),علبة
271156,قرص سمسم صغير    (رغد ),علبة
271157,كعك سمسم    (رغد ),علبة
271159,فتيت مخصوص بالشوفان بلاستيك (رغد ),علبة
27116,كرمبو مكه فله,كيلو
271160,مارشملو بورقات 150جم *24,حبة
271161,ملبن حلويات الوفاء,علبة
271163,مارشميلو مارشزون اشكال منوعة 65جم*6*12,حبة
271166,حلاوة بقر بولندي 800 جم * 10,كيس
271167,بسبوسة حلا وهنا,حبة
271168,قرص عقيلي حلا وهنا,حبة
271169,جوز الهند حلا وهنا,حبة
27117,مصاص دووم فن بوب 12*320جم,كيس
271170, مثلثات  - غربية  حلا وهنا,حبة
271171, كيكة دخن حلا وهنا,حبة
271172,جوزية  حلا وهنا,حبة
271176,بيكر بريتلز 20*200 جم,حبة
271177,بسكويت حلقات وعيدان بريتزل 12*250 جم,حبة
271178,عملة البركة الذهبية 24*50*300 جم,حبة
271179,مولو +كوبيكو كوفي كاندي كيس 24*140جم,كيس
27118,باونتي كبير 12*24*57جم,حبة
271180,حب ضيافة باجة 15 جم *24*6,حبة
271181,شابورة المدينة باكت 600جم,حبة
271182,كنز اكلير توفي كيس 8*800 جم,كيس
271184,ماريو ريتش رولز 8*50*18 جم,حبة
271185,كت كات اصابع صغير16*36-17.7+20.5جم,حبة
271187,سناك ياباني سياره بالروبيان 8*30*18جم,حبة
271188,بطاطس حلقات بصل+جبن كبير6*10*60جم,حبة
27119,سنكرس كبير 12*24*50جم,حبة
271190,حلوى كراميل 12*650 جرام,حبة
271191,ديمة كليجا  نخاله بالهيل 12*62جم+8*62جم,حبة
271192,حلاوة زبدة كيس 12*650 جرام,حبة
271194,جولن بسك شوفان بالشوكلاتة خال من الجلوتين8*220جم,حبة
271195,جولن زيرو بسكويت تابلت بالشوكلابدون سكر 12*150جم,حبة
271196,جولن زيرو بسكويت دوائر بالشوكلابدون سكر16*186جم,حبة
271197,جولن بسكويت هش اصابع بنات 12*200جم,حبة
271198,جولن كوكيز بالشوكلا جلوتين وسكر12*130جم,حبة
271199,جولن بسك خال من الجلوتين بالبرتقال12*180جم,حبة
27120,مارس كبير 12*24*51جم,حبة
271200,فول سوداني مغطى بالشوكلا 10*24*20جم,حبة
271201,برنس شوكو كيس 24*6*28.5جم,حبة
271202,حلاوة بقر بالفول السوداني 750جم * 6,كيس
271204,فول سوداني بست اكياس(ديمه)3*10*140جم,حبة
271204,فول سوداني بست اكياس(ديمه)3*10*140جم,حبة
271205,بطاطس فرفشة منوع 8*12*21جم,حبة
271206,معمول بالتمر ديمة12*16*16جم,حبة
271207,بسكويت كوكيز بالشوفان ديمة24*250جم,حبة
271209,بسكويت شاي ساده ديمة 6*12*150جم,حبة
27121,مصاص الصباح ملون 20*250جم,كيس
271210,صباحو كيك مفن بحشوة الشوكلاتة8*6*60جم,حبة
271213, لبان استك 12*20,حبة
271215,مصاص جوى علب 6*80*10جم ديمة ابو عود,حبة
271216,بولو نعناع 12*48*15 غرام,حبة
271217,غندور وافل بالكرميل بست بيكس 12*24*28جم,حبة
271218,يمامه براوني الشوكلاتة 12*8*50جم,حبة
27122,ميرو رنا 12*24*20جم,حبة
271228,حلاوة بقر كريم فدج 800 جم * 10,كيس
271230,علكة مع لعبة سلام دانك مشكل 8*9*40جم,حبة
271231,حلاوى نعناع شد 20*50جم,حبة
271232,حلوى بقر بكريمة الحليب 32*250جم,حبة
271233,مصاص دوج باترول صغير منوع 24*64جم,حبة
271234,جيلي قلم منوع فواكه 12*12*55جم,حبة
271235,بيض شوكلاتة مشكل 12*24*12جم,حبة
271236,مصاص صفارة شد 12*20*33جم,حبة
271237,بيض دوج باترول ملون 4*6*65جم,حبة
271238,بيض دوج باترول ملون 2*6*96جم,حبة
271239,بسكويت ميني اوريو فانيلا 12*300جم,حبة
27124,تويكس صغير شد 6*40*25جم,حبة
271240,بسكويت جوز الهند + كابتشينو 12*500جم,حبة
271241,كرات الويفر بالشوكلاتة 18*300جم,حبة
271242,بسكويت جام عدة نكهات منوع 12*500جم,حبة
271243,حلوى مفرقعة بنكه الكولا والفراولة 4*12*30جم,حبة
271244,حلوى مفرقعه بعده نكهات 12*24*8جم,حبة
271245,معمول كليجا المدينة باكت 600جم,حبة
271247,حلوى بقر بولندي *800 جم * 10,كيس
271248,ميكسي اكلير كيس 12*1 كغ,كيس
271249,شوكلا جوديفا بيور منوع 4*12*32جم,حبة
271250,شوكلا الواح جوديفا بيور منوع 3*6*90جم,حبة
271251,ويفر شوكلا ديلوكس شوكو بندق 12*24*28جم,حبة
271252,شوكلا الواح جوديفا 90% خام شوكلا,حبة
271253,ويفر شوكلا دوم بندق 6*12*30جم,حبة
271254,بسكويت البيني بيتس شوكلاتة 6*24*72جم,حبة
271255,مكفيتر كراميل بسكويت بالكرميل 12*12*80جم,حبة
271256,دوليكس شوكونيت 12*12*35جم,حبة
271257,ويفر ديلوكس منوع 20*12*40جم,حبة
271258,بسكويت اولكر منوع 12*12*58جم,حبة
271259,بسكويت شوكلاته بالحليب 12*12*33.3جم,حبة
271259,بسكويت شوكلاته بالحليب 12*12*33.3جم,حبة
271260,بسكويت القمح دجيستيف 12*12*29.4جم,حبة
271261,بسكويت دجيستيف مكفيتز ثنز6*12*150جم,حبة
271262,بسكويت اولكر ميلكي 12*12*36جم,حبة
271263,كرات البسكويت بالشوكلاتة داجيستيف  منوع 8*7*110جم,حبة
271264,بسكريم كاكو اكسترا 12*12*92جم,حبة
271265,بسكويت بسكريم 9*24*54جم,حبة
271266,بسكويت مقرمش تارتليتس 4*18*100جم,حبة
271267,شبك كراكر اعواد البسكوت المالح 12*24*30جم,حبة
271268,بسكويت ساندويتش 12*24*48جم,حبة
271269,بسكويت ساندويتش رول 4*12*235جم,حبة
271270,بسكويت القمح محشو منوع 32*12*40جم,حبة
271271,بسكويت القمح بحشوه منوع 12*12*100جم,حبة
271272,بسكويت الشوفان مكفيتز 1*24*255جم,حبة
271273,بسكويت شوكلاته كراميل داجيستيف1*24*250جم,حبة
271277,جولن بسكويت الحبوب بحشوة البراوني 7*202.5جم,حبة
271278,ديمة بسكويت التمر 12*15*25جم,حبة
27128,بسكويت اوريو فانيليا8*16*38جم,حبة
271280,علك نوفا بدون سكر 50*6*4,علبة
271281,معمول صباحو بالتمر 8*10*25جم,حبة
271282,سينتريفل علك غندور منوع علب,حبة
271283,بسكويت بكريمة منوع 12*12*38جم,حبة
271284,غندور بيك ون 14*24*15.5جم,حبة
271285,فستقية باللوز والمكسرات 20*28جم بنتي,حبة
